0.01559	0.01178	0.0003938	0.0255	0.007218	High(Ch1)	A
 0.018	0.01417	0.0016	0.0516	0.008327	Max(Ch1)	A
0.01262	0.009292	0.0004539	0.01386	0.005619	Mean(Ch1)	A
0.01562	0.02525	0.0006031	0.2798	0.03942	Period(Ch1)	s
 2.989	  18.4	0.1668	 99.45	 28.08	Pos.Duty Cyc(Ch1)	%
