0.01439	0.009838	0.0003875	0.0516	0.01215	High(Ch1)	A
0.0164	0.01169	0.0016	0.0516	0.01233	Max(Ch1)	A
0.01218	0.00655	0.0004539	0.03016	0.007693	Mean(Ch1)	A
0.01552	0.02812	0.0005375	0.5517	0.0819	Period(Ch1)	s
 2.161	 39.64	0.1668	 99.81	 29.84	Pos.Duty Cyc(Ch1)	%
