0.03399	0.0123	0.0003875	0.0516	0.01607	High(Ch1)	A
0.0352	0.01398	0.0016	0.0516	0.01638	Max(Ch1)	A
0.03006	0.004677	0.0004539	0.03013	0.008565	Mean(Ch1)	A
0.01568	0.01203	0.0005375	0.2798	0.03277	Period(Ch1)	s
 1.719	 47.96	0.1668	 99.81	 26.55	Pos.Duty Cyc(Ch1)	%
