0.03239	0.0195	0.0003938	0.03399	0.01455	High(Ch1)	A
0.0344	0.02173	0.0016	0.0516	0.01495	Max(Ch1)	A
0.02971	0.01743	0.0004539	0.02974	0.01339	Mean(Ch1)	A
0.01554	0.03034	0.0006031	0.2798	0.04089	Period(Ch1)	s
  2.59	 24.01	0.1668	 99.45	 31.55	Pos.Duty Cyc(Ch1)	%
