0.01479	0.01491	0.01279	0.01599	0.0006584	High(Ch1)	A
 0.016	0.01617	0.0152	0.0172	0.0003747	Max(Ch1)	A
0.0115	0.01164	0.01131	0.01229	0.000276	Mean(Ch1)	A
 0.117	0.05053	0.001358	0.1327	0.04491	Period(Ch1)	s
 86.97	 13.24	0.1668	 97.74	 27.11	Pos.Duty Cyc(Ch1)	%
