0.03435	0.01203	0.0003875	0.0516	0.01604	High(Ch1)	A
0.0348	0.01348	0.0016	0.0516	0.01593	Max(Ch1)	A
0.005658	0.002534	0.0004539	0.02982	0.003614	Mean(Ch1)	A
0.000678	0.01051	0.0005375	0.2798	0.03172	Period(Ch1)	s
 52.23	 48.95	0.1668	 99.79	 27.53	Pos.Duty Cyc(Ch1)	%
