0.0356	Max(Ch1)	A
0.05001	Period(Ch1)	s
    20	Freq(Ch1)	Hz
0.0032	Rise Time(Ch1)	s
0.001067	Fall Time(Ch1)	s
 65.41	Pos.Duty Cyc(Ch1)	%
0.03064	Mean(Ch1)	A
 501.6	Pos.vershoot(Ch1)	%
