0.0344	Max(Ch1)	A
 0.238	Period(Ch1)	s
 4.201	Freq(Ch1)	Hz
0.0014	Rise Time(Ch1)	s
0.003039	Fall Time(Ch1)	s
 1.804	Pos.Duty Cyc(Ch1)	%
0.0306	Mean(Ch1)	A
 57.59	Pos.vershoot(Ch1)	%
