0.0352	Max(Ch1)	A
0.1171	Period(Ch1)	s
 8.536	Freq(Ch1)	Hz
0.000352	Rise Time(Ch1)	s
0.0003911	Fall Time(Ch1)	s
0.2315	Pos.Duty Cyc(Ch1)	%
0.03014	Mean(Ch1)	A
 27.56	Pos.vershoot(Ch1)	%
