0.0348	Max(Ch1)	A
0.0008452	Period(Ch1)	s
  1183	Freq(Ch1)	Hz
0.0006369	Rise Time(Ch1)	s
0.0006197	Fall Time(Ch1)	s
 77.02	Pos.Duty Cyc(Ch1)	%
0.006176	Mean(Ch1)	A
 2.833	Pos.vershoot(Ch1)	%
