0.0348	Max(Ch1)	A
0.0064	Period(Ch1)	s
 156.3	Freq(Ch1)	Hz
0.00032	Rise Time(Ch1)	s
0.00024	Fall Time(Ch1)	s
  4.98	Pos.Duty Cyc(Ch1)	%
0.03008	Mean(Ch1)	A
   301	Pos.vershoot(Ch1)	%
