0.0356	Max(Ch1)	A
0.1246	Period(Ch1)	s
 8.027	Freq(Ch1)	Hz
0.0006656	Rise Time(Ch1)	s
0.0006156	Fall Time(Ch1)	s
 99.83	Pos.Duty Cyc(Ch1)	%
0.004522	Mean(Ch1)	A
  2.76	Pos.vershoot(Ch1)	%
