0.0356	Max(Ch1)	A
0.2098	Period(Ch1)	s
 4.766	Freq(Ch1)	Hz
0.5526	Rise Time(Ch1)	s
0.001743	Fall Time(Ch1)	s
 4.646	Pos.Duty Cyc(Ch1)	%
0.0262	Mean(Ch1)	A
 23.16	Pos.vershoot(Ch1)	%
