0.0164	Max(Ch1)	A
0.0861	Period(Ch1)	s
 11.61	Freq(Ch1)	Hz
0.00024	Rise Time(Ch1)	s
0.00032	Fall Time(Ch1)	s
0.4065	Pos.Duty Cyc(Ch1)	%
0.01223	Mean(Ch1)	A
 233.3	Pos.vershoot(Ch1)	%
